ID,est_counts,tpm
ENSG00000111671,169.4696384318786,0.8492994040675662
ENSG00000083635,3070.0,4.504173270601718
ENSG00000049192,7182.379420357413,4.8315701029423685
ENSG00000141232,6671.06954254455,16.06026396919678
ENSG00000060138,15669.259823239569,51.28014630433295
ENSG00000180660,1867.0,3.198072932508022
ENSG00000077458,1401.8246639651138,1.8005627752805375
ENSG00000106635,193.11098454510142,0.7996798749988902
ENSG00000106636,5407.910512030581,25.36054598216748
ENSG00000106633,106.95647450433763,0.3669933933507358
ENSG00000106638,4154.204633906418,6.7898847414097885
ENSG00000159082,506.3260155897594,0.35855046250875305
ENSG00000159086,2342.702991672055,2.9744397056686425
ENSG00000196611,399963.9973890065,1108.591325827404
ENSG00000198168,17.625655432171428,0.2557346104604942
ENSG00000147883,2348.214305846077,3.0500006691142367
ENSG00000113387,1815.695230796049,13.25911437065726
ENSG00000113384,35580.01174906034,68.54434739675293
ENSG00000187024,47.29949107404438,0.4477634089149844
ENSG00000008441,14709.471669171824,24.19207403099131
ENSG00000125843,839.3566189776246,2.5050123027738023
ENSG00000167107,213.03885842357738,0.6798518533350713
ENSG00000167106,8257.481373818968,10.082179807156916
ENSG00000167105,99.68530916583556,0.18852087685128113
ENSG00000167103,252.74796859127235,0.6182026869783925
ENSG00000056586,14844.040306541094,7.833973169745097
ENSG00000159128,6187.9221097438585,14.957832206776361
ENSG00000253251,517.7620876827156,1.6292737183809818
ENSG00000120519,1043.3100013536598,1.4188158736733003
ENSG00000170522,2772.4985225098594,2.1230314234786696
ENSG00000198553,72.31786774175279,0.2514129319550506
ENSG00000136950,1466.7818667742322,3.0946485356642963
ENSG00000105401,28636.07375901077,100.65966229419185
ENSG00000111640,426134.5259011549,1250.534662120108
ENSG00000111642,3877.563784941342,2.9220684731065463
ENSG00000166523,48.54990564250913,0.12118605963844721
ENSG00000103037,421.5772727890889,1.121330025019344
ENSG00000173545,6944.0,22.867310905774882
ENSG00000102763,9118.968970539237,6.280349897725499
ENSG00000102760,755.7736377980062,5.1100359127827595
ENSG00000136856,415.624409374305,1.03039801781366
ENSG00000136854,525.7196792688029,0.6725254331012713
ENSG00000136859,56947.826526344936,78.34261274931309
ENSG00000145390,212.10060350291326,0.2531708006429689
ENSG00000145391,756.1598310952927,2.6698726827749666
ENSG00000170647,458.0,1.2821856534387426
ENSG00000156299,2437.710653472287,1.6660640045504345
ENSG00000136848,36.18797759325744,0.22962546678230542
ENSG00000158604,15192.212596517224,34.92625690627425
ENSG00000153944,291.78107910447045,0.9509641351145905
ENSG00000117151,2005.4532106338631,1.5003144632677026
ENSG00000117155,3229.8998927589605,2.747814278889142
ENSG00000171984,61.21568371888786,0.8777427356924481
ENSG00000175155,59.060736139980506,1.1941180432415779
ENSG00000102900,11472.454205758948,21.923462024497436
ENSG00000196159,27781.86918235739,8.308152097457226
ENSG00000196152,910.8696795785296,2.3748405292955197
ENSG00000148308,8244.771324603085,18.2130405098242
ENSG00000095066,157.7452350619967,0.3319286940600116
ENSG00000083520,3442.479384554351,1.5786524445192374
ENSG00000167283,29809.55306321389,107.24790471200664
ENSG00000162623,467.88423467987707,0.7214891477834375
ENSG00000169902,11222.840276212251,28.661910085047577
ENSG00000182628,7390.8282412976605,13.806629788850168
ENSG00000037474,14233.015555223707,22.178337170918955
ENSG00000095261,76.10418938851498,1.1442378279616086
ENSG00000042429,5538.983002688688,5.693355430327832
ENSG00000171867,47008.746742352894,92.97793092051133
ENSG00000172007,31.104798770741816,0.4594410508223292
ENSG00000166292,577.0773353024064,1.839101186100994
ENSG00000136147,218.58377243954402,1.417320836925997
ENSG00000136146,160.82442992774503,3.5028086076471237
ENSG00000136141,5849.5167877779495,6.234045857897119
ENSG00000117069,2591.2307122819975,3.5198251446877324
ENSG00000150907,2717.8349486350653,2.3543972632724848
ENSG00000139734,7486.26240656511,7.813401394019929
ENSG00000051108,1478.5699846682596,2.6099845869501053
ENSG00000112406,10884.491540589011,9.642009351094787
ENSG00000184863,760.92392401228,3.1510146865606696
ENSG00000167807,279.60840408290863,0.7813894259706657
ENSG00000158321,1891.9266707159877,1.577022432410772
ENSG00000159055,2323.001861464354,8.370320499214998
ENSG00000129103,2342.493240062985,7.800706053916008
ENSG00000132434,4977.981741113774,5.7677606336804015
ENSG00000132436,546.4075896257898,0.8069061082906596
ENSG00000132432,1175.6945067359854,25.705818828544384
ENSG00000105576,5526.857619149645,5.391222604181882
ENSG00000249773,288.6467671425018,0.929258310518635
ENSG00000088766,3311.5334946218063,4.24657530252435
ENSG00000239590,27.0,0.18736226059346614
ENSG00000198003,88.78842915425307,0.22785988643640837
ENSG00000181610,5712.808996984211,5.054076883994115
ENSG00000108375,135.0,0.12181860818882796
ENSG00000142149,10578.639583111335,7.042335092961215
ENSG00000138709,2564.580519706988,2.6263826155504293
ENSG00000172425,29.742417464471014,0.229188115903213
ENSG00000196715,21803.41228949453,18.338636725004
ENSG00000197044,81.92778339003154,1.2653632334282499
ENSG00000101361,13919.583104490992,30.83507833589352
ENSG00000123213,10739.750612455642,6.063879223731837
